Pores,,,,,,,,,,Throats,,,,,,
Pore ID,Volume,Area,EqRadius,LabelID,Pressure,X Coord,Y Coord,Z Coord,Coordination Number,Throat ID,Area,EqRadius,ChannelLength,FlowRatePerSec,Pore ID #1,Pore ID #2
0,1.012867928,11.22725201,0.623000026,1,103050.7969,39.02488327,20.4693718,16.7249279,4,0,0.093434632,0.172456279,1.778243184,0,2,1
1,0.208645925,3.149440289,0.367937237,2,103067.9609,22.80405998,20.61400414,16.71267891,1,1,0.161478043,0.226715803,4.413990021,1.35E+00,6,0
2,2.729326248,19.91597939,0.866939843,3,103067.9609,24.15826035,21.7201786,17.03620338,4,2,9.792316437,1.765500307,4.035038471,729.9834595,8,6
3,49.90250778,171.2831421,2.283904552,4,102833,47.32263565,22.29807091,17.33229065,14,3,0.356598258,0.336910605,4.137436867,2.36E+02,122,4
4,12.25360394,66.09412384,1.43018353,5,102849.1016,43.1838913,23.35324669,17.36046028,9,4,5.612036228,1.336550236,4.27122879,4725.147461,4,3
5,0.23045966,3.232113123,0.380337179,6,102852.0469,40.36520386,23.40084839,16.64956284,3,5,0.88479352,0.530696273,5.942526817,24.80921745,8,7
6,46.63089371,152.1541901,2.23286128,7,103056.5234,35.80302048,23.42840767,17.31400871,20,6,1.188767552,0.615139365,5.288597584,0,9,3
7,8.954012871,33.16354752,1.288179517,8,103062.0313,26.05133629,23.55635262,16.95342445,8,7,0.097822957,0.17645967,2.654445648,1.067925811,88,2
8,43.15756607,129.8551941,2.17598629,9,103057.2969,31.90650558,24.47401237,17.38760948,11,8,0.021231703,0.082208641,4.610397339,0.795498312,6,5
9,3.21056056,20.67783928,0.915160835,10,102833,52.20500183,24.2823925,16.89156914,4,9,1.509426832,0.693156183,2.22970295,543.7635498,88,7
10,0.993773997,7.877326488,0.619060397,11,102837.5469,50.77471924,25.11148834,16.79644775,6,10,0.249896169,0.282036215,2.907342434,2.515375853,5,4
11,1.565538168,13.51813221,0.720319271,12,102833,51.77216339,26.09980583,16.99439621,6,11,5.792329311,1.357849598,4.861977577,1483.881348,14,8
12,1.087967157,10.6617403,0.6380319,13,102838.7578,49.93987656,26.04141998,16.7636013,6,12,0.221199617,0.265348882,1.655945659,5.347665787,10,9
13,0.644365668,5.074846268,0.535814643,14,103098,21.61037636,25.85267448,16.90099716,2,13,3.360529661,1.034258127,3.297135592,91.49106598,14,7
