[Header]	
System	TOC_TNb Standard	
S/W Version	1.00	
User		
Date/Time	3/10/2025 11:12:46 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Comments	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Rem.	SD Area	CV Area	SD Conc	CV Conc	Vial	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	NPOC/TN	FOR_11	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 9:20:39 PM	1	2	TN	20.03	20.76	1.932	2.002	NPOC:2.239mg/L TN:2.002mg/L	NPOC:2.239mg/L TN:2.002mg/L	*******	0.6338	3.05	0.06118	3.06	25	0	50	1.000	
Unknown	NPOC/TN	FOR_11	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 9:23:38 PM	1	3	TN	21.08	20.76	2.033	2.002	NPOC:2.239mg/L TN:2.002mg/L	NPOC:2.239mg/L TN:2.002mg/L	*******	0.6338	3.05	0.06118	3.06	25	0	50	1.000	
Unknown	NPOC/TN	FOR_11	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 9:28:24 PM	1	4	TN	0.08020	20.76	0.00629	2.002	NPOC:2.239mg/L TN:2.002mg/L	NPOC:2.239mg/L TN:2.002mg/L	*******	0.6338	3.05	0.06118	3.06	25	1	50	1.000	
Unknown	NPOC/TN	FOR_11	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 9:30:27 PM	1	5	TN	0.000	20.76	-0.00145	2.002	NPOC:2.239mg/L TN:2.002mg/L	NPOC:2.239mg/L TN:2.002mg/L	*******	0.6338	3.05	0.06118	3.06	25	1	50	1.000	
Unknown	NPOC/TN	FOR_12	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 9:38:41 PM	1	1	NPOC	9.285	9.172	2.651	2.619	NPOC:2.619mg/L TN:0.8837mg/L	NPOC:2.619mg/L TN:0.8837mg/L	*******	0.1206	1.31	0.03443	1.31	26	0	50	1.000	
Unknown	NPOC/TN	FOR_12	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 9:41:34 PM	1	2	NPOC	9.045	9.172	2.583	2.619	NPOC:2.619mg/L TN:0.8837mg/L	NPOC:2.619mg/L TN:0.8837mg/L	*******	0.1206	1.31	0.03443	1.31	26	0	50	1.000	
Unknown	NPOC/TN	FOR_12	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 9:44:18 PM	1	3	NPOC	9.185	9.172	2.623	2.619	NPOC:2.619mg/L TN:0.8837mg/L	NPOC:2.619mg/L TN:0.8837mg/L	*******	0.1206	1.31	0.03443	1.31	26	0	50	1.000	
Unknown	NPOC/TN	FOR_12	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 9:38:41 PM	1	1	TN	9.117	9.170	0.8786	0.8837	NPOC:2.619mg/L TN:0.8837mg/L	NPOC:2.619mg/L TN:0.8837mg/L	*******	0.09354	1.02	0.00903	1.02	26	0	50	1.000	
Unknown	NPOC/TN	FOR_12	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 9:41:34 PM	1	2	TN	9.115	9.170	0.8784	0.8837	NPOC:2.619mg/L TN:0.8837mg/L	NPOC:2.619mg/L TN:0.8837mg/L	*******	0.09354	1.02	0.00903	1.02	26	0	50	1.000	
Unknown	NPOC/TN	FOR_12	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 9:44:18 PM	1	3	TN	9.278	9.170	0.8941	0.8837	NPOC:2.619mg/L TN:0.8837mg/L	NPOC:2.619mg/L TN:0.8837mg/L	*******	0.09354	1.02	0.00903	1.02	26	0	50	1.000	
Unknown	NPOC/TN	FOR_20	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 9:51:51 PM	1	1	NPOC	7.024	7.314	2.006	2.089	NPOC:2.089mg/L TN:0.2873mg/L	NPOC:2.089mg/L TN:0.2873mg/L	*******	0.09847	1.35	0.02812	1.35	27	1	50	1.000	
Unknown	NPOC/TN	FOR_20	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 9:54:25 PM	1	2	NPOC	7.353	7.314	2.100	2.089	NPOC:2.089mg/L TN:0.2873mg/L	NPOC:2.089mg/L TN:0.2873mg/L	*******	0.09847	1.35	0.02812	1.35	27	0	50	1.000	
Unknown	NPOC/TN	FOR_20	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 9:57:08 PM	1	3	NPOC	7.202	7.314	2.057	2.089	NPOC:2.089mg/L TN:0.2873mg/L	NPOC:2.089mg/L TN:0.2873mg/L	*******	0.09847	1.35	0.02812	1.35	27	0	50	1.000	
Unknown	NPOC/TN	FOR_20	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 9:59:51 PM	1	4	NPOC	7.387	7.314	2.109	2.089	NPOC:2.089mg/L TN:0.2873mg/L	NPOC:2.089mg/L TN:0.2873mg/L	*******	0.09847	1.35	0.02812	1.35	27	0	50	1.000	
Unknown	NPOC/TN	FOR_20	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 9:51:51 PM	1	1	TN	2.821	2.991	0.2709	0.2873	NPOC:2.089mg/L TN:0.2873mg/L	NPOC:2.089mg/L TN:0.2873mg/L	*******	0.1187	3.97	0.01146	3.99	27	1	50	1.000	
Unknown	NPOC/TN	FOR_20	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 9:54:25 PM	1	2	TN	2.854	2.991	0.2740	0.2873	NPOC:2.089mg/L TN:0.2873mg/L	NPOC:2.089mg/L TN:0.2873mg/L	*******	0.1187	3.97	0.01146	3.99	27	0	50	1.000	
Unknown	NPOC/TN	FOR_20	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 9:57:08 PM	1	3	TN	3.056	2.991	0.2935	0.2873	NPOC:2.089mg/L TN:0.2873mg/L	NPOC:2.089mg/L TN:0.2873mg/L	*******	0.1187	3.97	0.01146	3.99	27	0	50	1.000	
Unknown	NPOC/TN	FOR_20	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 9:59:51 PM	1	4	TN	3.063	2.991	0.2942	0.2873	NPOC:2.089mg/L TN:0.2873mg/L	NPOC:2.089mg/L TN:0.2873mg/L	*******	0.1187	3.97	0.01146	3.99	27	0	50	1.000	
Unknown	NPOC/TN	FOR_20	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:05:51 PM	1	5	TN	0.9123	2.991	0.08661	0.2873	NPOC:2.089mg/L TN:0.2873mg/L	NPOC:2.089mg/L TN:0.2873mg/L	*******	0.1187	3.97	0.01146	3.99	27	1	50	1.000	
Unknown	NPOC/TN	FOR_21	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:13:42 PM	1	1	NPOC	11.94	12.00	3.410	3.427	NPOC:3.427mg/L TN:0.1315mg/L	NPOC:3.427mg/L TN:0.1315mg/L	*******	0.06000	0.50	0.01713	0.50	28	0	50	1.000	
Unknown	NPOC/TN	FOR_21	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:16:11 PM	1	2	NPOC	11.49	12.00	3.281	3.427	NPOC:3.427mg/L TN:0.1315mg/L	NPOC:3.427mg/L TN:0.1315mg/L	*******	0.06000	0.50	0.01713	0.50	28	1	50	1.000	
Unknown	NPOC/TN	FOR_21	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:19:02 PM	1	3	NPOC	12.00	12.00	3.427	3.427	NPOC:3.427mg/L TN:0.1315mg/L	NPOC:3.427mg/L TN:0.1315mg/L	*******	0.06000	0.50	0.01713	0.50	28	0	50	1.000	
Unknown	NPOC/TN	FOR_21	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:21:29 PM	1	4	NPOC	12.06	12.00	3.444	3.427	NPOC:3.427mg/L TN:0.1315mg/L	NPOC:3.427mg/L TN:0.1315mg/L	*******	0.06000	0.50	0.01713	0.50	28	0	50	1.000	
Unknown	NPOC/TN	FOR_21	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:13:42 PM	1	1	TN	1.361	1.377	0.1299	0.1315	NPOC:3.427mg/L TN:0.1315mg/L	NPOC:3.427mg/L TN:0.1315mg/L	*******	0.06311	4.58	0.00609	4.63	28	0	50	1.000	
Unknown	NPOC/TN	FOR_21	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:16:11 PM	1	2	TN	1.447	1.377	0.1382	0.1315	NPOC:3.427mg/L TN:0.1315mg/L	NPOC:3.427mg/L TN:0.1315mg/L	*******	0.06311	4.58	0.00609	4.63	28	0	50	1.000	
Unknown	NPOC/TN	FOR_21	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:19:02 PM	1	3	TN	1.633	1.377	0.1562	0.1315	NPOC:3.427mg/L TN:0.1315mg/L	NPOC:3.427mg/L TN:0.1315mg/L	*******	0.06311	4.58	0.00609	4.63	28	1	50	1.000	
Unknown	NPOC/TN	FOR_21	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:21:29 PM	1	4	TN	1.324	1.377	0.1264	0.1315	NPOC:3.427mg/L TN:0.1315mg/L	NPOC:3.427mg/L TN:0.1315mg/L	*******	0.06311	4.58	0.00609	4.63	28	0	50	1.000	
Unknown	NPOC/TN	blank_filt_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:28:47 PM	1	1	NPOC	1.756	1.770	0.5014	0.5053	NPOC:0.5053mg/L TN:0.02275mg/L	NPOC:0.5053mg/L TN:0.02275mg/L	*******	0.08235	4.65	0.02352	4.65	29	0	50	1.000	
Unknown	NPOC/TN	blank_filt_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:30:54 PM	1	2	NPOC	1.858	1.770	0.5306	0.5053	NPOC:0.5053mg/L TN:0.02275mg/L	NPOC:0.5053mg/L TN:0.02275mg/L	*******	0.08235	4.65	0.02352	4.65	29	0	50	1.000	
Unknown	NPOC/TN	blank_filt_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:33:03 PM	1	3	NPOC	1.695	1.770	0.4840	0.5053	NPOC:0.5053mg/L TN:0.02275mg/L	NPOC:0.5053mg/L TN:0.02275mg/L	*******	0.08235	4.65	0.02352	4.65	29	0	50	1.000	
Unknown	NPOC/TN	blank_filt_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:28:47 PM	1	1	TN	0.2339	0.2506	0.02113	0.02275	NPOC:0.5053mg/L TN:0.02275mg/L	NPOC:0.5053mg/L TN:0.02275mg/L	*******	0.01801	7.19	0.00174	7.64	29	0	50	1.000	
Unknown	NPOC/TN	blank_filt_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:30:54 PM	1	2	TN	0.2483	0.2506	0.02252	0.02275	NPOC:0.5053mg/L TN:0.02275mg/L	NPOC:0.5053mg/L TN:0.02275mg/L	*******	0.01801	7.19	0.00174	7.64	29	0	50	1.000	
Unknown	NPOC/TN	blank_filt_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:33:03 PM	1	3	TN	0.2697	0.2506	0.02459	0.02275	NPOC:0.5053mg/L TN:0.02275mg/L	NPOC:0.5053mg/L TN:0.02275mg/L	*******	0.01801	7.19	0.00174	7.64	29	0	50	1.000	
Unknown	NPOC/TN	blank_soln_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:40:51 PM	1	1	NPOC	1.102	0.7099	0.3147	0.2027	NPOC:0.2027mg/L TN:0.01230mg/L	NPOC:0.2027mg/L TN:0.01230mg/L	*******	0.1178	16.59	0.03364	16.59	30	1	50	1.000	
Unknown	NPOC/TN	blank_soln_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:43:18 PM	1	2	NPOC	0.7558	0.7099	0.2158	0.2027	NPOC:0.2027mg/L TN:0.01230mg/L	NPOC:0.2027mg/L TN:0.01230mg/L	*******	0.1178	16.59	0.03364	16.59	30	0	50	1.000	
Unknown	NPOC/TN	blank_soln_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:45:38 PM	1	3	NPOC	0.7979	0.7099	0.2278	0.2027	NPOC:0.2027mg/L TN:0.01230mg/L	NPOC:0.2027mg/L TN:0.01230mg/L	*******	0.1178	16.59	0.03364	16.59	30	0	50	1.000	
Unknown	NPOC/TN	blank_soln_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:47:55 PM	1	4	NPOC	0.5761	0.7099	0.1645	0.2027	NPOC:0.2027mg/L TN:0.01230mg/L	NPOC:0.2027mg/L TN:0.01230mg/L	*******	0.1178	16.59	0.03364	16.59	30	0	50	1.000	
Unknown	NPOC/TN	blank_soln_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:50:03 PM	1	5	NPOC	1.127	0.7099	0.3218	0.2027	NPOC:0.2027mg/L TN:0.01230mg/L	NPOC:0.2027mg/L TN:0.01230mg/L	*******	0.1178	16.59	0.03364	16.59	30	1	50	1.000	
Unknown	NPOC/TN	blank_soln_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:40:51 PM	1	1	TN	0.09450	0.1424	0.00767	0.01230	NPOC:0.2027mg/L TN:0.01230mg/L	NPOC:0.2027mg/L TN:0.01230mg/L	*******	0.04306	30.24	0.00416	33.80	30	0	50	1.000	
Unknown	NPOC/TN	blank_soln_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:43:18 PM	1	2	TN	0.1779	0.1424	0.01572	0.01230	NPOC:0.2027mg/L TN:0.01230mg/L	NPOC:0.2027mg/L TN:0.01230mg/L	*******	0.04306	30.24	0.00416	33.80	30	0	50	1.000	
Unknown	NPOC/TN	blank_soln_ghg	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:45:38 PM	1	3	TN	0.1548	0.1424	0.01349	0.01230	NPOC:0.2027mg/L TN:0.01230mg/L	NPOC:0.2027mg/L TN:0.01230mg/L	*******	0.04306	30.24	0.00416	33.80	30	0	50	1.000	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 10:58:00 PM	1	1	NPOC	0.3889	0.4378	0.1111	0.1250	NPOC:0.1250mg/L TN:0.03342mg/L	NPOC:0.1250mg/L TN:0.03342mg/L	*******	0.04337	9.91	0.01238	9.91	31	0	50	1.000	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 11:00:08 PM	1	2	NPOC	0.6180	0.4378	0.1765	0.1250	NPOC:0.1250mg/L TN:0.03342mg/L	NPOC:0.1250mg/L TN:0.03342mg/L	*******	0.04337	9.91	0.01238	9.91	31	1	50	1.000	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 11:02:41 PM	1	3	NPOC	0.4716	0.4378	0.1347	0.1250	NPOC:0.1250mg/L TN:0.03342mg/L	NPOC:0.1250mg/L TN:0.03342mg/L	*******	0.04337	9.91	0.01238	9.91	31	0	50	1.000	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 11:04:49 PM	1	4	NPOC	0.4529	0.4378	0.1293	0.1250	NPOC:0.1250mg/L TN:0.03342mg/L	NPOC:0.1250mg/L TN:0.03342mg/L	*******	0.04337	9.91	0.01238	9.91	31	0	50	1.000	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 10:58:00 PM	1	1	TN	0.4111	0.3613	0.03823	0.03342	NPOC:0.1250mg/L TN:0.03342mg/L	NPOC:0.1250mg/L TN:0.03342mg/L	*******	0.05936	16.43	0.00573	17.14	31	0	50	1.000	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 11:00:08 PM	1	2	TN	0.1234	0.3613	0.01046	0.03342	NPOC:0.1250mg/L TN:0.03342mg/L	NPOC:0.1250mg/L TN:0.03342mg/L	*******	0.05936	16.43	0.00573	17.14	31	1	50	1.000	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 11:02:41 PM	1	3	TN	0.3771	0.3613	0.03495	0.03342	NPOC:0.1250mg/L TN:0.03342mg/L	NPOC:0.1250mg/L TN:0.03342mg/L	*******	0.05936	16.43	0.00573	17.14	31	0	50	1.000	
Unknown	NPOC/TN	Blank2	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 11:04:49 PM	1	4	TN	0.2956	0.3613	0.02709	0.03342	NPOC:0.1250mg/L TN:0.03342mg/L	NPOC:0.1250mg/L TN:0.03342mg/L	*******	0.05936	16.43	0.00573	17.14	31	0	50	1.000	
Unknown	NPOC/TN	CKSTD2_1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 11:12:49 PM	1	1	NPOC	4.083	4.330	1.166	1.236	NPOC:1.236mg/L TN:0.9941mg/L	NPOC:1.236mg/L TN:0.9941mg/L	*******	0.07447	1.72	0.02127	1.72	32	1	50	1.000	
Unknown	NPOC/TN	CKSTD2_1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 11:15:39 PM	1	2	NPOC	4.412	4.330	1.260	1.236	NPOC:1.236mg/L TN:0.9941mg/L	NPOC:1.236mg/L TN:0.9941mg/L	*******	0.07447	1.72	0.02127	1.72	32	0	50	1.000	
Unknown	NPOC/TN	CKSTD2_1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 11:18:23 PM	1	3	NPOC	4.267	4.330	1.218	1.236	NPOC:1.236mg/L TN:0.9941mg/L	NPOC:1.236mg/L TN:0.9941mg/L	*******	0.07447	1.72	0.02127	1.72	32	0	50	1.000	
Unknown	NPOC/TN	CKSTD2_1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\COMPASS_NPOC_0-100mgL_20220630.2025_03_07_15_45_07.cal	1.00			3/7/2025 11:21:30 PM	1	4	NPOC	4.310	4.330	1.231	1.236	NPOC:1.236mg/L TN:0.9941mg/L	NPOC:1.236mg/L TN:0.9941mg/L	*******	0.07447	1.72	0.02127	1.72	32	0	50	1.000	
Unknown	NPOC/TN	CKSTD2_1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 11:12:49 PM	1	1	TN	9.832	10.31	0.9476	0.9941	NPOC:1.236mg/L TN:0.9941mg/L	NPOC:1.236mg/L TN:0.9941mg/L	*******	0.2122	2.06	0.02048	2.06	32	1	50	1.000	
Unknown	NPOC/TN	CKSTD2_1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 11:15:39 PM	1	2	TN	10.25	10.31	0.9880	0.9941	NPOC:1.236mg/L TN:0.9941mg/L	NPOC:1.236mg/L TN:0.9941mg/L	*******	0.2122	2.06	0.02048	2.06	32	0	50	1.000	
Unknown	NPOC/TN	CKSTD2_1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 11:18:23 PM	1	3	TN	10.14	10.31	0.9773	0.9941	NPOC:1.236mg/L TN:0.9941mg/L	NPOC:1.236mg/L TN:0.9941mg/L	*******	0.2122	2.06	0.02048	2.06	32	0	50	1.000	
Unknown	NPOC/TN	CKSTD2_1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 11:21:30 PM	1	4	TN	10.55	10.31	1.017	0.9941	NPOC:1.236mg/L TN:0.9941mg/L	NPOC:1.236mg/L TN:0.9941mg/L	*******	0.2122	2.06	0.02048	2.06	32	0	50	1.000	
Unknown	NPOC/TN	CKSTD2_1ppm	Untitled	C:\TOC-L\Methods\SBR_150uL_Method_Nov2021.met	C:\TOC-L\CalCurves\TN_0-3mgL_20220610.2025_03_07_17_04_04.cal	1.00			3/7/2025 11:25:38 PM	1	5	TN	0.000	10.31	-0.00145	0.9941	NPOC:1.236mg/L TN:0.9941mg/L	NPOC:1.236mg/L TN:0.9941mg/L	*******	0.2122	2.06	0.02048	2.06	32	1	50	1.000	
