LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-7810,LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810
20250113,001503,13.0105,3,1,1,-9999,-9999,4.28847,-9999,459.76,6.15056,-3.05172,0.0442717,2.12121,0.934611,0,0.00092434,0.00318103,473.678,459.76,-8.22197,2,100
20250113,001735,13.0122,4,1,1,-9999,-9999,4.27183,-9999,459.477,5.72913,-0.244245,0.0035416,93.1645,0.010254,0,0.00329949,0.00658175,460.015,459.477,-41.7253,3,40
20250113,001907,13.0133,4,1,1,-9999,-9999,4.25832,-9999,459.451,5.56183,0.00962565,-0.000139542,3385.06,2.27888e-05,0,0.00472358,3.03715e-07,0,459.451,2630.98,4,40
20250113,002039,13.0143,1,1,1,-9999,-9999,4.36137,-9999,459.88,5.6452,-0.195983,0.00284245,32.8213,0.0698208,0,0.000932868,0.000400288,466.981,459.88,-50,2,100
20250113,002311,13.0161,4,1,1,-9999,-9999,4.26975,-9999,460.655,5.5451,-0.145032,0.00210259,196.122,0.00679522,0,0.00412364,2.10356e-09,1e+06,460.655,145.14,3,40
20250113,002443,13.0172,2,1,1,-9999,-9999,4.25313,-9999,460.459,6.22365,-1.19773,0.0173745,5.08397,0.790219,0,0.000880913,0.00031266,516.029,460.459,-13.3729,2,100
20250113,002715,13.0189,4,1,1,-9999,-9999,4.21369,-9999,461.094,5.72422,0.0794632,-0.00115197,266.133,0.00370242,0,0.00306577,2.49835e-06,0,461.094,92.5716,5,40
20250113,002847,13.02,3,1,1,-9999,-9999,4.29054,-9999,462.016,6.1434,-2.96403,0.0429994,1.96808,0.94372,0,0.000830797,0.00346754,474.416,462.016,-1.3923,2,100
20250113,003119,13.0217,4,1,1,-9999,-9999,4.34677,-9999,462.492,5.74566,-0.0121121,0.000175676,2532.69,4.10239e-05,0,0.00444935,1.75758e-10,1e+06,462.492,2267.17,5,40
20250113,003251,13.0228,4,1,1,-9999,-9999,4.23963,-9999,462.282,5.58057,-0.73567,0.0106644,34.7731,0.178753,0,0.00370812,1.06693e-08,1e+06,462.282,49.261,5,40
20250113,003423,13.0239,1,1,1,-9999,-9999,4.34677,-9999,462.662,5.65097,-0.195379,0.00283356,33.3508,0.0848709,0,0.000944954,0.00229809,463.895,462.662,50,2,100
20250113,003655,13.0256,4,1,1,-9999,-9999,4.22717,-9999,462.55,5.56204,0.101753,-0.00147493,247.757,0.0217227,0,0.00365425,0.000119995,450.259,462.55,9.91424,4,40
20250113,003827,13.0267,2,1,1,-9999,-9999,4.22717,-9999,462.634,6.23096,-1.72422,0.0250099,3.33094,0.830557,0,0.00082778,0.00506759,467.569,462.634,4.28989,5,100
20250113,004059,13.0285,4,1,1,-9999,-9999,4.24482,-9999,463.061,5.74218,-0.478982,0.00694468,52.4682,0.0872561,0,0.00364365,6.94789e-09,1e+06,463.061,53.3415,2,40
20250113,004231,13.0295,3,1,1,-9999,-9999,4.24793,-9999,463.801,6.15007,-2.61299,0.0379013,2.20125,0.942562,0,0.000822133,0.00182386,484.582,463.801,-6.53466,2,100
20250113,004503,13.0313,4,1,1,-9999,-9999,4.2604,-9999,463.309,5.74857,-0.203636,0.00295268,120.48,0.0178068,0,0.00355738,2.95404e-09,1e+06,463.309,13.7955,4,40
20250113,004635,13.0323,4,1,1,-9999,-9999,4.26663,-9999,463.434,5.59815,-0.292357,0.00423855,85.4191,0.0348118,0,0.0036205,4.24052e-09,1e+06,463.434,25.0705,3,40
20250113,004807,13.0334,1,1,1,-9999,-9999,4.36346,-9999,463.587,5.65814,-0.177723,0.00257765,37.0105,0.0641851,0,0.000953953,0.000358926,470.769,463.587,-46.4384,4,100
20250113,005039,13.0352,4,1,1,-9999,-9999,4.26871,-9999,463.812,5.60063,0.174949,-0.00253642,145.391,0.0122966,0,0.00368772,5.46864e-06,0,463.812,38.5999,2,40
20250113,005211,13.0362,2,1,1,-9999,-9999,4.27391,-9999,463.799,6.25737,-1.42262,0.0206391,4.60978,0.778505,0,0.000948273,0.00205174,473.858,463.799,-11.4062,5,100
20250113,005443,13.038,4,1,1,-9999,-9999,4.28327,-9999,464.059,5.8046,1.58883,-0.0230408,14.7607,0.0178293,0,0.0033999,0.0695865,463.728,464.059,7.12423,4,40
20250113,005615,13.0391,3,1,1,-9999,-9999,4.29159,-9999,464.759,6.19714,-3.44548,0.0499868,1.75179,0.935675,0,0.000855413,0.00638659,472.586,464.759,-0.261944,4,100
20250113,005847,13.0408,4,1,1,-9999,-9999,4.30407,-9999,463.977,5.81834,0.371128,-0.00538248,64.3482,0.0686011,0,0.00346348,0.000335148,447.917,463.977,-36.1795,6,40
20250113,010019,13.0419,4,1,1,-9999,-9999,4.30927,-9999,464.087,5.66643,0.445529,-0.00646065,53.0193,0.0855963,0,0.00342531,1.39212e-05,0,464.087,-49.4977,2,40
20250113,010151,13.043,1,1,1,-9999,-9999,4.39685,-9999,463.333,5.70435,-0.344982,0.00500439,24.1234,0.0416538,0,0.00120708,0.00366213,464.7,463.333,-50,2,100
20250113,010423,13.0447,4,1,1,-9999,-9999,4.33218,-9999,463.235,5.64937,0.029789,-0.000432001,925.713,0.000306985,0,0.00399909,9.32574e-07,0,463.235,-146.377,3,40
20250113,010555,13.0458,2,1,1,-9999,-9999,4.33427,-9999,463.127,6.29244,-1.38129,0.0200447,5.4674,0.732407,0,0.00109335,0.00139989,477.445,463.127,-10.5248,2,100
20250113,010827,13.0475,4,1,1,-9999,-9999,4.3426,-9999,463.344,5.8524,-0.169167,0.00245387,180.518,0.00801097,0,0.00442965,2.455e-09,1e+06,463.344,195.603,3,40
20250113,010959,13.0486,3,1,1,-9999,-9999,4.34573,-9999,463.937,6.23479,-3.26609,0.0473952,2.1847,0.932176,0,0.00102012,0.00337333,477.987,463.937,-0.715981,2,100
20250113,011231,13.0504,4,1,1,-9999,-9999,4.35094,-9999,463.38,5.8714,-0.330052,0.00478781,84.7103,0.0353761,0,0.00405573,4.79003e-09,1e+06,463.38,94.3698,9,40
20250113,011403,13.0514,4,1,1,-9999,-9999,4.35928,-9999,462.92,5.72537,-0.00951852,0.000138062,3407.99,2.26575e-05,0,0.00470514,1.38126e-10,1e+06,462.92,-1208.46,3,40
20250113,011535,13.0525,1,1,1,-9999,-9999,4.4418,-9999,463.026,5.74997,-0.06824,0.000990108,105.188,0.00913816,0,0.00104147,9.90567e-10,1e+06,463.026,-392.938,4,100
20250113,011807,13.0542,4,1,1,-9999,-9999,4.37493,-9999,463.418,5.71722,0.20154,-0.00292339,141.438,0.0260698,0,0.00413475,0.000327722,454.498,463.418,-43.7064,6,40
20250113,011939,13.0553,2,1,1,-9999,-9999,4.37702,-9999,463.334,6.34263,-1.67419,0.0243,4.16521,0.795265,0,0.00100805,0.00313407,471.087,463.334,1.78044,2,100
20250113,012211,13.0571,4,1,1,-9999,-9999,4.38119,-9999,463.565,5.93223,-0.384713,0.00558169,71.9415,0.0483871,0,0.0040155,5.58428e-09,1e+06,463.565,48.3413,3,40
20250113,012343,13.0581,3,1,1,-9999,-9999,4.38119,-9999,464.779,6.29652,-2.95928,0.042951,2.02161,0.938788,0,0.000853278,0.00356117,476.84,464.779,-4.27905,2,100
20250113,012615,13.0599,4,1,1,-9999,-9999,4.37911,-9999,464.735,5.94603,-0.296345,0.00429963,92.2091,0.0300219,0,0.00396462,4.30163e-09,1e+06,464.735,114.052,2,40
20250113,012747,13.061,4,1,1,-9999,-9999,4.09675,-9999,464.52,5.79471,-0.397995,0.00576762,74.9715,0.0447262,0,0.00432402,5.7703e-09,1e+06,464.52,66.1926,5,40
20250113,012919,13.062,1,1,1,-9999,-9999,4.31032,-9999,464.529,5.79129,-0.158349,0.00229653,45.3704,0.0323341,0,0.00104191,0.00245175,465.466,464.529,-19.5867,3,100
20250113,013151,13.0638,4,1,1,-9999,-9999,4.05549,-9999,464.583,5.76094,-0.839745,0.0121672,30.6371,0.0100131,0,0.0037274,0.037786,464.905,464.583,-10.2371,3,40
20250113,013323,13.0648,2,1,1,-9999,-9999,4.04415,-9999,465.026,6.35043,-1.61255,0.0233774,4.24854,0.788417,0,0.000989327,0.0030508,472.689,465.026,-0.725849,3,100
20250113,013555,13.0666,4,1,1,-9999,-9999,4.3124,-9999,465.106,5.95251,0.264975,-0.00384358,108.055,0.0180059,0,0.00415316,0.000377327,454.92,465.106,-50,3,40
20250113,013727,13.0677,3,1,1,-9999,-9999,4.2604,-9999,465.668,6.3025,-3.97465,0.0576635,1.56054,0.945008,0,0.000873552,0.00749772,473.359,465.668,4.35974,5,100
20250113,013959,13.0694,4,1,1,-9999,-9999,4.2552,-9999,465.062,5.94624,-0.262788,0.00381103,103.562,0.0239494,0,0.00394674,3.8128e-09,1e+06,465.062,111.322,7,40
20250113,014131,13.0705,4,1,1,-9999,-9999,4.22614,-9999,464.544,5.7951,-1.13231,0.0164169,18.8412,0.0711904,0,0.00309253,0.0272214,465.147,464.544,-2.39131,4,40
20250113,014303,13.0716,1,1,1,-9999,-9999,4.36867,-9999,465.3,5.8064,-0.407579,0.00591245,15.133,0.211623,0,0.000894459,0.0179934,465.629,465.3,48.4259,3,100
20250113,014535,13.0733,4,1,1,-9999,-9999,4.25417,-9999,465.498,5.75757,-0.1973,0.00286078,123.528,0.0117427,0,0.00353386,0.000701298,469.577,465.498,50,2,40
20250113,014707,13.0744,2,1,1,-9999,-9999,4.27287,-9999,465.806,6.36306,-1.74029,0.0252508,4.12277,0.799072,0,0.00103673,0.00396521,472.174,465.806,14.3339,5,100
20250113,014939,13.0761,4,1,1,-9999,-9999,4.2417,-9999,466.04,5.93659,-0.702421,0.0101861,33.4541,0.10512,0,0.00340747,0.0120197,466.887,466.04,10.9378,2,40
20250113,015111,13.0772,3,1,1,-9999,-9999,4.23444,-9999,467.185,6.29325,-2.56777,0.037249,2.45494,0.932627,0,0.00090373,0.0013691,494.392,467.185,-12.2053,2,100
20250113,015343,13.079,4,1,1,-9999,-9999,4.21161,-9999,468.9,5.94147,-0.00508844,7.37828e-05,5046.65,0.000386348,0,0.00372356,1e-05,476.278,468.9,50,3,40
20250113,015515,13.08,4,1,1,-9999,-9999,4.26455,-9999,468.926,5.79918,-0.653531,0.00947677,39.3234,0.0380451,0,0.00372642,0.0191783,469.42,468.926,1.33386,2,40
20250113,015647,13.0811,1,1,1,-9999,-9999,4.36867,-9999,469.416,5.80797,-0.199453,0.00289333,34.4752,0.0758284,0,0.000997423,0.000180884,485.412,469.416,-50,5,100
20250113,015919,13.0829,4,1,1,-9999,-9999,4.19192,-9999,470.744,5.77114,0.150782,-0.00218581,187.635,0.00741888,0,0.00410132,4.6433e-06,0,470.744,171.163,4,40
20250113,020051,13.0839,2,1,1,-9999,-9999,4.27807,-9999,471.222,6.37151,-1.46294,0.0212268,3.92745,0.818215,0,0.000829874,0.00276107,478.91,471.222,-1.98249,2,100
20250113,020323,13.0857,4,1,1,-9999,-9999,4.34052,-9999,471.31,5.96523,0.00969821,-0.000140693,2843.97,3.23307e-05,0,0.00400127,2.98515e-07,0,471.31,-2432.84,6,40
20250113,020455,13.0867,3,1,1,-9999,-9999,4.32906,-9999,471.405,6.32227,-3.30415,0.0479486,1.87886,0.92668,0,0.000882809,0.00577293,479.711,471.405,-6.98451,3,100
20250113,020727,13.0885,4,1,1,-9999,-9999,4.25105,-9999,471.233,5.97547,0.0371219,-0.000538363,826.836,0.00038471,0,0.00445138,1.14246e-06,0,471.233,-557.292,7,40
20250113,020859,13.0896,4,1,1,-9999,-9999,4.25209,-9999,470.782,5.83462,-0.0892198,0.00129374,321.986,0.00253187,0,0.00416567,1.29435e-09,1e+06,470.782,-65.9958,4,40
20250113,021031,13.0906,1,1,1,-9999,-9999,4.3301,-9999,471.521,5.833,-0.1003,0.00145481,67.0324,0.0222058,0,0.000975178,1.4555e-09,1e+06,471.521,134.793,2,100
20250113,021303,13.0924,4,1,1,-9999,-9999,4.18259,-9999,470.978,5.79835,0.0812941,-0.00117846,293.669,0.00304172,0,0.00346078,2.50216e-06,0,470.978,312.951,4,40
20250113,021435,13.0935,2,1,1,-9999,-9999,4.24067,-9999,471.287,6.38384,-1.70162,0.0246871,4.11265,0.75717,0,0.00101107,0.00550823,475.769,471.287,6.67937,4,100
20250113,021707,13.0952,4,1,1,-9999,-9999,4.2168,-9999,470.802,5.97773,0.0534883,-0.000775619,462.245,0.00122993,0,0.00358526,1.64744e-06,0,470.802,-395.786,7,40
20250113,021839,13.0963,3,1,1,-9999,-9999,4.20643,-9999,471.156,6.3249,-4.14813,0.0601701,1.42229,0.946301,0,0.00082557,0.00855402,478.19,471.156,1.64015,4,100
20250113,022111,13.098,4,1,1,-9999,-9999,4.23963,-9999,470.369,5.97902,0.220515,-0.00319792,109.585,0.0214447,0,0.00350443,6.79876e-06,0,470.369,-24.646,5,40
20250113,022243,13.0991,4,1,1,-9999,-9999,4.25936,-9999,469.666,5.83305,-0.791778,0.0114815,30.6198,0.168855,0,0.00351536,0.00561705,471.71,469.666,10.7448,4,40
20250113,022415,13.1002,1,1,1,-9999,-9999,4.35616,-9999,470.172,5.84001,-0.237974,0.00345208,26.7918,0.113636,0,0.000924783,0.000666992,475.348,470.172,-27.8594,4,100
20250113,022647,13.1019,4,1,1,-9999,-9999,4.21784,-9999,470.02,5.78797,-0.150666,0.00218438,225.058,0.00516868,0,0.0049161,2.1854e-09,1e+06,470.02,42.4672,4,40
20250113,022819,13.103,2,1,1,-9999,-9999,4.1857,-9999,470.042,6.37963,-1.54723,0.0224425,4.66731,0.789762,0,0.00104408,0.00167841,483.413,470.042,2.26054,2,100
20250113,023051,13.1048,4,1,1,-9999,-9999,4.27807,-9999,470.017,5.95908,0.182578,-0.00264805,114.715,0.00070374,0,0.00303769,0.000450712,464.142,470.017,-42.5722,6,40
20250113,023223,13.1058,3,1,1,-9999,-9999,4.29887,-9999,470.831,6.31863,-3.95553,0.057395,1.56348,0.942037,0,0.000871233,0.00807824,477.936,470.831,5.2688,4,100
20250113,023455,13.1076,4,1,1,-9999,-9999,4.32489,-9999,470.836,5.95906,-0.177678,0.00257742,137.079,0.0138115,0,0.00353308,2.57864e-09,1e+06,470.836,93.1137,2,40
20250113,023627,13.1086,4,1,1,-9999,-9999,4.33844,-9999,470.546,5.80802,0.406778,-0.00590019,76.9532,0.0423366,0,0.00454033,0.000609984,460.873,470.546,24.8066,9,40
20250113,023759,13.1097,1,1,1,-9999,-9999,4.41566,-9999,470.192,5.83442,-0.409911,0.00594743,17.2295,0.0712534,0,0.00102447,0.00622372,471.148,470.192,-50,3,100
20250113,024031,13.1115,4,1,1,-9999,-9999,4.36971,-9999,470.471,5.77701,-0.591374,0.00857838,41.5747,0.12401,0,0.0035663,0.00464584,472.317,470.471,29.7409,7,40
20250113,024203,13.1125,2,1,1,-9999,-9999,4.38328,-9999,470.665,6.38446,-1.73474,0.0251804,4.09793,0.791908,0,0.00102756,0.00394518,477.047,470.665,6.73596,5,100
20250113,024435,13.1143,4,1,1,-9999,-9999,4.21369,-9999,470.479,5.94894,-0.271762,0.0039406,98.3227,0.0265003,0,0.00387448,3.94246e-09,1e+06,470.479,81.4424,6,40
20250113,024607,13.1154,3,1,1,-9999,-9999,4.17948,-9999,471.348,6.30959,-3.31994,0.0481513,2.21967,0.922166,0,0.00105346,0.00436726,482.373,471.348,1.1583,2,100
20250113,024839,13.1171,4,1,1,-9999,-9999,4.12568,-9999,470.185,5.94556,-0.0152468,0.000221012,1884.2,7.41189e-05,0,0.00416432,2.21116e-10,1e+06,470.185,2472.71,7,40
20250113,025011,13.1182,4,1,1,-9999,-9999,4.12051,-9999,469.328,5.79429,-0.547541,0.00793555,51.7427,0.0917359,0,0.00410596,1.45818e-05,1013.54,469.328,9.36383,8,40
20250113,025143,13.1192,1,1,1,-9999,-9999,4.28743,-9999,469.574,5.80906,-0.390139,0.0056578,18.3042,0.125208,0,0.0010354,0.00569944,470.567,469.574,1.29516,2,100
20250113,025415,13.121,4,1,1,-9999,-9999,4.08953,-9999,468.843,5.75234,-0.0830217,0.00120306,363.549,0.00184677,0,0.00437371,0.000289229,473.002,468.843,-50,6,40
20250113,025547,13.1221,2,1,1,-9999,-9999,4.07611,-9999,469.265,6.34279,-1.42981,0.0207305,4.17739,0.834327,0,0.000862502,0.00138139,484.272,469.265,13.0396,2,100
20250113,025819,13.1238,4,1,1,-9999,-9999,4.05961,-9999,468.857,5.9099,0.51802,-0.00750695,52.4201,0.0874025,0,0.00393505,1.60112e-05,0,468.857,2.64375,2,40
20250113,025951,13.1249,3,1,1,-9999,-9999,4.19503,-9999,469.271,6.2689,-3.91622,0.0567997,1.85031,0.92445,0,0.0010292,0.00693471,477.462,469.271,0.726523,4,100
20250113,030223,13.1267,4,1,1,-9999,-9999,4.41566,-9999,468.701,5.91271,1.16801,-0.0169483,21.9997,0.0977258,0,0.00372802,0.121759,468.562,468.701,28.044,5,40
20250113,030355,13.1277,4,1,1,-9999,-9999,4.33114,-9999,468.687,5.75111,-2.4992,0.0362472,10.2517,0.0674548,0,0.00371347,0.0566915,469.327,468.687,6.48365,5,40
20250113,030527,13.1288,1,1,1,-9999,-9999,4.38015,-9999,469.316,5.79688,-0.349361,0.00506809,18.7221,0.109117,0,0.000948664,0.00465108,470.406,469.316,-24.7908,2,100
20250113,030759,13.1305,4,1,1,-9999,-9999,4.32073,-9999,469.341,5.72428,0.382223,-0.00554319,80.3792,0.0267737,0,0.00445552,0.00592407,468.405,469.341,6.37648,4,40
20250113,030931,13.1316,2,1,1,-9999,-9999,4.30719,-9999,469.541,6.34164,-1.34275,0.0194844,5.12908,0.794439,0,0.000996703,7.96768e-05,714.084,469.541,14.1646,2,100
20250113,031203,13.1334,4,1,1,-9999,-9999,4.25105,-9999,469.145,5.89278,0.751526,-0.0108981,38.8397,0.0279611,0,0.0042326,0.0213609,468.635,469.145,-7.84211,3,40
20250113,031335,13.1344,3,1,1,-9999,-9999,4.23029,-9999,469.635,6.25897,-3.44245,0.0499351,1.98784,0.933842,0,0.000974845,0.00470838,480.241,469.635,0.252183,2,100
20250113,031607,13.1362,4,1,1,-9999,-9999,4.19606,-9999,468.774,5.86733,0.0986635,-0.00143042,339.6,0.00227654,0,0.00485771,3.05142e-06,0,468.774,-231.876,7,40
20250113,031739,13.1373,4,1,1,-9999,-9999,4.23444,-9999,468.061,5.70432,-0.168998,0.00245008,154.878,0.0108518,0,0.00379462,2.45123e-09,1e+06,468.061,101.094,4,40
20250113,031911,13.1383,1,1,1,-9999,-9999,4.35511,-9999,467.833,5.75528,-0.334565,0.00485281,21.8981,0.144761,0,0.00106252,0.00234455,469.903,467.833,5.23849,3,100
20250113,032143,13.1401,4,1,1,-9999,-9999,4.25105,-9999,466.706,5.65891,0.435442,-0.00631306,43.0408,0.132556,0,0.00271709,0.000429699,452.014,466.706,-10.1101,9,40
20250113,032315,13.1411,2,1,1,-9999,-9999,4.23651,-9999,466.091,6.29262,-1.82738,0.0265086,3.50885,0.805715,0,0.00092483,0.00497234,471.423,466.091,-3.116,5,100
20250113,032547,13.1429,4,1,1,-9999,-9999,4.2085,-9999,464.912,5.80576,1.20182,-0.0174239,22.2623,0.0726764,0,0.0038784,0.0243303,464.196,464.912,-1.50835,3,40
20250113,032719,13.144,3,1,1,-9999,-9999,4.19088,-9999,465.371,6.19324,-3.10178,0.0449838,2.10334,0.944689,0,0.00093103,0.00223665,485.484,465.371,-4.62376,2,100
20250113,032951,13.1457,4,1,1,-9999,-9999,4.18777,-9999,463.42,5.77599,0.511446,-0.00741405,49.1194,0.0462316,0,0.00364163,0.00861916,462.56,463.42,-12.0318,4,40
20250113,033123,13.1468,4,1,1,-9999,-9999,4.21369,-9999,462.846,5.60042,0.151634,-0.00219795,136.126,0.0140026,0,0.00299197,4.74876e-06,0,462.846,-45.1548,2,40
20250113,033255,13.1479,1,1,1,-9999,-9999,4.33114,-9999,462.854,5.68164,-0.248198,0.00359945,23.7529,0.138229,0,0.000854867,0.00150614,465.244,462.854,28.7381,3,100
20250113,033527,13.1496,4,1,1,-9999,-9999,4.26248,-9999,462.875,5.57641,0.075716,-0.00109768,384.613,0.00177547,0,0.0042218,2.37143e-06,0,462.875,-264.198,4,40
20250113,033659,13.1507,2,1,1,-9999,-9999,4.23236,-9999,462.622,6.23353,-1.18841,0.0172382,5.91132,0.73415,0,0.00101696,0.000433441,502.393,462.622,1.26305,2,100
20250113,033931,13.1524,4,1,1,-9999,-9999,4.27599,-9999,462.775,5.75161,-0.429652,0.00623029,54.214,0.082181,0,0.00337761,6.23318e-09,1e+06,462.775,55.1612,4,40
20250113,034103,13.1535,3,1,1,-9999,-9999,4.2604,-9999,463.756,6.1528,-4.08764,0.0592941,1.57238,0.944282,0,0.000905488,0.00784348,471.316,463.756,6.94456,4,100
20250113,034335,13.1553,4,1,1,-9999,-9999,4.27391,-9999,463.758,5.74256,0.0686993,-0.000996173,333.662,0.00235781,0,0.00332385,2.14805e-06,0,463.758,-305.479,6,40
20250113,034507,13.1563,4,1,1,-9999,-9999,4.23444,-9999,463.417,5.56629,0.150039,-0.00217495,173.152,0.00870183,0,0.00376596,4.69329e-06,0,463.417,64.2376,1,40
20250113,034639,13.1574,1,1,1,-9999,-9999,4.33948,-9999,463.802,5.6489,-0.298232,0.00432509,20.6862,0.184544,0,0.000894551,0.00762666,464.369,463.802,50,3,100
20250113,034911,13.1592,4,1,1,-9999,-9999,4.26559,-9999,463.834,5.54031,0.101127,-0.00146605,224.733,0.00509185,0,0.0032947,0.000318804,459.235,463.834,-49.7754,6,40
20250113,035043,13.1602,2,1,1,-9999,-9999,4.24793,-9999,463.929,6.20981,-1.50054,0.0217667,4.28379,0.765245,0,0.00092887,0.00431337,468.975,463.929,6.29485,2,100
20250113,035315,13.162,4,1,1,-9999,-9999,4.1971,-9999,464.372,5.7162,-0.630857,0.00914487,47.6195,0.103989,0,0.0043546,9.14912e-09,1e+06,464.372,76.1153,6,40
20250113,035447,13.163,3,1,1,-9999,-9999,4.21369,-9999,464.912,6.13471,-3.92025,0.0568545,1.61855,0.938959,0,0.000895231,0.00715547,472.858,464.912,-0.839292,4,100
20250113,035719,13.1648,4,1,1,-9999,-9999,4.25832,-9999,466.123,5.72006,-0.044135,0.000639927,699.523,0.0005375,0,0.00447644,6.40226e-10,1e+06,466.123,147.119,6,40
20250113,035851,13.1659,4,1,1,-9999,-9999,4.20124,-9999,466.506,5.55843,-0.658279,0.00954104,36.6289,0.141568,0,0.00349459,0.00820975,467.668,466.506,26.9009,2,40
20250113,040023,13.1669,1,1,1,-9999,-9999,4.32281,-9999,466.835,5.63186,-0.231846,0.00336206,23.8292,0.122352,0,0.000801052,0.00145532,469.145,466.835,-19.4862,4,100
20250113,040255,13.1687,4,1,1,-9999,-9999,4.27911,-9999,467.214,5.54836,0.3961,-0.00574264,71.2619,0.0492776,0,0.00409226,1.22912e-05,0,467.214,47.4342,3,40
20250113,040427,13.1698,2,1,1,-9999,-9999,4.28535,-9999,467.245,6.21266,-1.56339,0.0226814,3.94891,0.787865,0,0.000891631,0.00429559,472.525,467.245,0.428421,5,100
20250113,040659,13.1715,4,1,1,-9999,-9999,4.28535,-9999,467.394,5.73318,-0.0848638,0.0012306,312.243,0.00269192,0,0.00384247,1.23118e-09,1e+06,467.394,318.611,7,40
20250113,040831,13.1726,3,1,1,-9999,-9999,4.26663,-9999,467.967,6.14279,-3.42397,0.049668,1.83978,0.93475,0,0.000894641,0.00600332,476.24,467.967,2.70131,4,100
20250113,041103,13.1743,4,1,1,-9999,-9999,4.28223,-9999,467.239,5.74301,0.0903987,-0.00131086,260.925,0.00385039,0,0.00342034,2.80554e-06,0,467.239,156.738,3,40
20250113,041235,13.1754,4,1,1,-9999,-9999,4.28015,-9999,467.527,5.58987,-0.281131,0.00407598,102.633,0.0130033,0,0.00418326,0.0239536,467.697,467.527,17.3908,3,40
20250113,041407,13.1765,1,1,1,-9999,-9999,4.36763,-9999,467.721,5.64123,-0.532773,0.00772722,11.9862,0.137871,0,0.000925751,0.0109068,468.429,467.721,-0.476536,2,100
20250113,041639,13.1782,4,1,1,-9999,-9999,4.27183,-9999,468.973,5.57046,-1.037,0.0150342,23.977,0.25692,0,0.00360431,0.00340317,473.391,468.973,-3.32324,9,40
20250113,041811,13.1793,2,1,1,-9999,-9999,4.27703,-9999,470.096,6.22038,-1.67177,0.0242534,4.01237,0.783484,0,0.000968889,0.00536959,474.613,470.096,14.2945,4,100
20250113,042043,13.1811,4,1,1,-9999,-9999,4.21576,-9999,470.89,5.75043,0.641697,-0.00930291,46.1587,0.0348044,0,0.00429396,0.0175595,470.36,470.89,3.87905,3,40
20250113,042215,13.1821,3,1,1,-9999,-9999,4.24067,-9999,471.248,6.15519,-2.75093,0.0399013,2.14259,0.925977,0,0.000841752,0.00393403,481.391,471.248,-8.03242,3,100
