LI-8250,LI-8250,LI-8250,LI-8250,CHAMBER,CHAMBER,CHAMBER,CHAMBER,CHAMBER,LI-8250,LI-7810,LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810,FLUX_LI-7810
20250115,114327,15.4885,4,1,1,-9999,-9999,4.74166,-9999,495.464,5.57764,-13.712,0.199125,10.4647,0.70641,0,0.0208245,1.99223e-07,1e+06,495.464,52.2184,7,40
20250115,114459,15.4896,4,1,1,-9999,-9999,5.01719,-9999,509.672,5.70352,-97.0865,1.41104,1.69648,0.525553,0,0.0233499,0.0883081,525.65,509.672,11.6003,10,40
20250115,114631,15.4906,1,1,1,-9999,-9999,6.51298,-9999,567.459,4.31635,-17.4125,0.254161,0.531205,0.994349,0,0.00096446,0.00849551,597.376,567.459,-14.3841,6,100
20250115,114903,15.4924,4,1,1,-9999,-9999,4.82858,-9999,517.345,5.44366,13.8848,-0.201666,1.7897,0.939356,0,0.0035296,0.016728,505.289,517.345,-11.5925,6,40
20250115,115035,15.4935,2,1,1,-9999,-9999,4.8169,-9999,537.424,4.57956,-22.4007,0.325165,0.48204,0.99819,0,0.000989912,0.00442551,610.899,537.424,-9.13581,8,100
20250115,115307,15.4952,4,1,1,-9999,-9999,4.63079,-9999,503.55,5.40324,18.7175,-0.271627,1.54127,0.880645,0,0.00406128,0.0351859,495.83,503.55,-0.708014,5,40
20250115,115439,15.4963,3,1,1,-9999,-9999,4.57605,-9999,536.595,4.12159,-14.6415,0.212241,0.562114,0.993042,0,0.000890552,0.00867674,561.056,536.595,-13.3855,5,100
20250115,115711,15.498,4,1,1,-9999,-9999,4.98192,-9999,493.888,5.32133,9.86699,-0.143363,3.07088,0.763773,0,0.0043698,0.0196457,486.591,493.888,-15.8008,5,40
20250115,115843,15.4991,4,1,1,-9999,-9999,5.00649,-9999,486.836,5.58647,1.96877,-0.0286259,16.2682,0.498722,0,0.00465571,5.88e-05,0,486.836,10.6874,1,40
20250115,120015,15.5002,1,1,1,-9999,-9999,5.22549,-9999,511.078,5.13328,-14.2586,0.207336,0.583801,0.996556,0,0.000930557,0.00357303,569.107,511.078,-9.12489,5,100
20250115,120247,15.5019,4,1,1,-9999,-9999,5.48552,-9999,484.39,5.56364,17.0687,-0.248506,1.46846,0.735882,0,0.00352948,0.0550663,479.877,484.39,2.73118,4,40
20250115,120419,15.503,2,1,1,-9999,-9999,4.71945,-9999,502.115,5.13934,-25.6536,0.372422,0.495754,0.998482,0,0.00121228,0.00255772,647.721,502.115,-4.91617,3,100
20250115,120651,15.5048,4,1,1,-9999,-9999,4.8169,-9999,480.768,5.54216,1.71087,-0.0248677,16.9667,0.476647,0,0.00421822,5.1725e-05,0,480.768,-128.875,10,40
20250115,120823,15.5058,3,1,1,-9999,-9999,6.02134,-9999,507.694,4.81635,-12.1389,0.176787,0.654756,0.989832,0,0.000951708,0.00762854,530.868,507.694,-16.3253,6,100
20250115,121055,15.5076,4,1,1,-9999,-9999,5.14799,-9999,476.958,5.47127,1.55353,-0.0225999,18.1601,0.443541,0,0.00410331,4.73834e-05,0,476.958,-97.6122,10,40
20250115,121227,15.5086,4,1,1,-9999,-9999,5.00436,-9999,473.019,5.62241,0.193637,-0.00281451,111.268,0.0208125,0,0.00313162,5.95009e-06,0,473.019,-114.394,2,40
20250115,121359,15.5097,1,1,1,-9999,-9999,4.74907,-9999,493.898,5.6032,-16.0408,0.232965,0.586174,0.995975,0,0.0010516,0.00479148,542.518,493.898,-4.69912,7,100
20250115,121631,15.5115,4,1,1,-9999,-9999,4.96164,-9999,473.5,5.6682,12.0046,-0.174685,2.08807,0.315417,0,0.00358877,0.0606412,470.619,473.5,-3.06396,4,40
20250115,121803,15.5125,2,1,1,-9999,-9999,5.53675,-9999,491.709,5.45786,-30.1336,0.438718,0.439468,0.999183,0,0.00101923,0.00295884,639.983,491.709,-4.03192,8,100
20250115,122035,15.5143,4,1,1,-9999,-9999,5.44526,-9999,472.988,5.6179,18.6311,-0.271237,1.31554,0.553034,0,0.0034217,0.0633106,468.703,472.988,-1.35379,2,40
20250115,122207,15.5154,3,1,1,-9999,-9999,4.66875,-9999,493.174,5.22002,-9.96609,0.144644,0.717642,0.985112,0,0.000885883,0.00882882,509.557,493.174,-12.7055,5,100
20250115,122439,15.5171,4,1,1,-9999,-9999,5.35301,-9999,469.816,5.57337,12.278,-0.1786,2.40326,0.125644,0,0.0042401,0.085378,467.724,469.816,2.45455,4,40
20250115,122611,15.5182,4,1,1,-9999,-9999,4.65082,-9999,467.505,5.65872,-0.0261796,0.000380207,1017.09,0.000254325,0,0.00386704,3.80385e-10,1e+06,467.505,943.891,10,40
20250115,122743,15.5192,1,1,1,-9999,-9999,4.52353,-9999,485.501,5.80798,-15.0574,0.218548,0.602909,0.995668,0,0.00103307,0.0047346,531.661,485.501,-3.65334,6,100
20250115,123015,15.521,4,1,1,-9999,-9999,4.4575,-9999,468.301,5.7318,-140.469,2.03841,0.522879,0.526841,0,0.00744271,0.801069,470.845,468.301,21.2936,9,40
20250115,123147,15.5221,2,1,1,-9999,-9999,4.41566,-9999,489.549,5.65372,-27.7074,0.40193,0.452174,0.999068,0,0.00101923,0.00267848,639.608,489.549,-3.64778,5,100
20250115,123419,15.5238,4,1,1,-9999,-9999,4.38537,-9999,472.595,5.69708,19.2752,-0.279567,1.61743,0.461286,0,0.00439896,0.0664497,468.388,472.595,0.833466,3,40
20250115,123551,15.5249,3,1,1,-9999,-9999,4.41984,-9999,486.659,5.46824,-7.027,0.101917,0.940623,0.974475,0,0.00087946,0.00767737,499.934,486.659,-15.3618,5,100
20250115,123823,15.5267,4,1,1,-9999,-9999,4.51199,-9999,469.257,5.66202,0.839784,-0.0121876,36.2401,0.166643,0,0.00441656,2.59721e-05,0,469.257,-164.199,10,40
20250115,123955,15.5277,4,1,1,-9999,-9999,4.46483,-9999,465.961,5.71041,0.28573,-0.0041454,88.0453,0.0322662,0,0.0036498,0.00022697,447.697,465.961,48.9809,5,40
20250115,124127,15.5288,1,1,1,-9999,-9999,4.45331,-9999,480.936,5.92372,-11.4449,0.166093,0.640169,0.996062,0,0.000862552,0.00249304,547.559,480.936,-11.0955,3,100
20250115,124359,15.5305,4,1,1,-9999,-9999,4.43657,-9999,466.767,5.79737,0.711636,-0.0103274,38.0687,0.153442,0,0.00393133,2.21255e-05,0,466.767,-171.998,10,40
20250115,124531,15.5316,2,1,1,-9999,-9999,4.54347,-9999,480.639,5.7858,-24.2227,0.351642,0.458472,0.998986,0,0.000931658,0.00261795,614.958,480.639,-4.62871,4,100
20250115,124803,15.5334,4,1,1,-9999,-9999,4.40521,-9999,470.352,5.77702,0.89202,-0.0129412,28.4041,0.24502,0,0.00367551,2.75139e-05,0,470.352,-205.337,10,40
20250115,124935,15.5344,3,1,1,-9999,-9999,4.32281,-9999,480.758,5.64251,-5.61174,0.0813766,1.1925,0.955205,0,0.000921323,0.00910125,489.699,480.758,-5.34092,4,100
20250115,125207,15.5362,4,1,1,-9999,-9999,4.30511,-9999,466.776,5.73837,2.09144,-0.0303296,14.2981,0.1713,0,0.00433508,0.0127266,464.393,466.776,-32.8474,4,40
20250115,125339,15.5373,4,1,1,-9999,-9999,4.38746,-9999,465.08,5.77034,0.512989,-0.00744223,46.3175,0.0482663,0,0.00344694,0.00583379,463.804,465.08,-35.5285,5,40
20250115,125511,15.5383,1,1,1,-9999,-9999,4.43343,-9999,476.63,6.05246,-11.0286,0.160061,0.722844,0.994572,0,0.000989743,0.00239904,543.348,476.63,-8.68189,3,100
20250115,125743,15.5401,4,1,1,-9999,-9999,4.52038,-9999,465.286,5.86085,-0.0906936,0.00131672,244.767,0.00437331,0,0.0032229,1.31734e-09,1e+06,465.286,1383.61,3,40
20250115,125915,15.5411,2,1,1,-9999,-9999,4.42402,-9999,477.524,5.89288,-22.2184,0.322393,0.480008,0.998499,0,0.000968543,0.00376733,563.101,477.524,-1.19543,8,100
20250115,130147,15.5429,4,1,1,-9999,-9999,4.79993,-9999,465.237,5.82621,0.671473,-0.00975029,34.1046,0.183758,0,0.0033251,2.09577e-05,0,465.237,-240.079,10,40
20250115,130319,15.544,3,1,1,-9999,-9999,4.79251,-9999,472.721,5.74805,-3.53542,0.0514056,1.96745,0.919022,0,0.000992981,0.0052915,482.436,472.721,-14.6417,3,100
20250115,130551,15.5457,4,1,1,-9999,-9999,4.51513,-9999,462.953,5.79194,2.62656,-0.038142,9.09268,0.0613104,0,0.00346519,0.0212343,461.156,462.953,-50,3,40
20250115,130723,15.5468,4,1,1,-9999,-9999,4.61288,-9999,461.127,5.80239,-0.11985,0.0017401,179.415,0.00810893,0,0.003122,1.7409e-09,1e+06,461.127,182.341,6,40
20250115,130855,15.5479,1,1,1,-9999,-9999,4.41148,-9999,471.106,6.11179,-10.342,0.150093,0.784176,0.993872,0,0.00103419,0.00185306,552.104,471.106,-6.06433,2,100
20250115,131127,15.5496,4,1,1,-9999,-9999,4.37702,-9999,462.127,5.9038,0.927491,-0.0134573,29.2121,0.235655,0,0.00393083,2.91203e-05,0,462.127,-90.7608,10,40
20250115,131259,15.5507,2,1,1,-9999,-9999,4.57605,-9999,472.08,5.96377,-18.694,0.271436,0.490731,0.998438,0,0.000861863,0.00316256,557.908,472.08,-3.27476,6,100
20250115,131531,15.5524,4,1,1,-9999,-9999,4.46273,-9999,462.172,5.86125,19.024,-0.276148,1.32415,0.1787,0,0.00350753,0.118697,459.846,462.172,7.07267,4,40
20250115,131703,15.5535,3,1,1,-9999,-9999,4.59919,-9999,467.614,5.81646,-3.28604,0.0477115,1.83048,0.908117,0,0.000854912,0.00701471,474.416,467.614,-15.3091,4,100
20250115,131935,15.5553,4,1,1,-9999,-9999,4.3301,-9999,460.346,5.81793,0.180272,-0.00261498,132.117,0.0148484,0,0.00345483,5.68047e-06,0,460.346,-227.211,1,40
20250115,132107,15.5563,4,1,1,-9999,-9999,4.29263,-9999,459.606,5.82488,-0.432154,0.00626743,49.1784,0.0981371,0,0.00308213,6.27031e-09,1e+06,459.606,56.5931,6,40
20250115,132239,15.5574,1,1,1,-9999,-9999,4.34365,-9999,467.711,6.168,-10.8847,0.15794,0.773581,0.993928,0,0.0010691,0.00206758,544.1,467.711,-4.63494,2,100
20250115,132511,15.5592,4,1,1,-9999,-9999,4.46168,-9999,460.805,5.93288,0.173243,-0.00251371,140.792,0.0130485,0,0.00353909,5.45504e-06,0,460.805,-484.417,9,40
20250115,132643,15.5602,2,1,1,-9999,-9999,5.45722,-9999,469.562,6.01244,-16.85,0.245158,0.508528,0.998143,0,0.000846111,0.00322576,545.563,469.562,-2.85628,5,100
20250115,132915,15.562,4,1,1,-9999,-9999,4.3176,-9999,461.028,5.89032,26.1704,-0.379609,0.859482,0.270598,0,0.00293668,0.176821,458.881,461.028,12.9727,4,40
20250115,133047,15.563,3,1,1,-9999,-9999,4.3176,-9999,465.174,5.86679,-2.54866,0.0369671,2.77652,0.836435,0,0.00101702,0.00570122,471.658,465.174,-16.7952,3,100
20250115,133319,15.5648,4,1,1,-9999,-9999,4.33114,-9999,458.996,5.84774,0.730558,-0.0105966,41.8177,0.130807,0,0.00443109,2.30865e-05,0,458.996,-6.31194,2,40
20250115,133451,15.5659,4,1,1,-9999,-9999,4.32698,-9999,458.334,5.83734,0.19809,-0.00287319,163.742,0.00552863,0,0.00470459,0.00907584,458.018,458.334,18.2573,3,40
20250115,133623,15.5669,1,1,1,-9999,-9999,4.38537,-9999,465.714,6.22029,-10.7509,0.15603,0.683174,0.996092,0,0.000891604,0.00139859,577.277,465.714,-3.05285,2,100
20250115,133855,15.5687,4,1,1,-9999,-9999,4.33531,-9999,459.491,5.94188,1.30895,-0.0189883,21.9905,0.352492,0,0.00417501,4.13247e-05,0,459.491,-25.7017,10,40
20250115,134027,15.5698,2,1,1,-9999,-9999,4.33844,-9999,467.335,6.04556,-15.0071,0.217725,0.51376,0.99821,0,0.00076581,0.002656,549.31,467.335,-4.131,3,100
20250115,134259,15.5715,4,1,1,-9999,-9999,4.33948,-9999,460.368,5.88583,0.330429,-0.00479315,65.5325,0.0575341,0,0.00314102,1.04116e-05,0,460.368,-327.88,10,40
20250115,134431,15.5726,3,1,1,-9999,-9999,4.32906,-9999,464.073,5.88249,-1.5752,0.0228486,3.97823,0.823983,0,0.000904935,0.00210274,474.939,464.073,-8.44745,2,100
20250115,134703,15.5743,4,1,1,-9999,-9999,4.32802,-9999,459.101,5.83101,0.297788,-0.00431925,78.5769,0.0246414,0,0.00339389,0.000314187,445.353,459.101,-50,6,40
20250115,134835,15.5754,4,1,1,-9999,-9999,4.33218,-9999,458.437,5.81343,-0.151058,0.00219103,178.891,0.00498913,0,0.00391954,0.000324781,465.183,458.437,-50,6,40
20250115,135007,15.5765,1,1,1,-9999,-9999,4.39268,-9999,465.801,6.21978,-10.6301,0.154281,0.737881,0.995356,0,0.000980967,0.00114472,600.577,465.801,-1.39958,2,100
20250115,135239,15.5782,4,1,1,-9999,-9999,4.31344,-9999,460.197,5.9247,0.407868,-0.00591617,67.7837,0.0541176,0,0.00401014,1.28557e-05,0,460.197,-206.541,9,40
20250115,135411,15.5793,2,1,1,-9999,-9999,4.3176,-9999,467.03,6.05303,-13.971,0.20268,0.639624,0.996136,0,0.00105094,0.0026141,544.564,467.03,-4.37451,3,100
20250115,135643,15.5811,4,1,1,-9999,-9999,4.32177,-9999,459.923,5.86712,22.5644,-0.327289,1.14358,0.0367251,0,0.00353644,0.229065,458.494,459.923,12.7404,4,40
20250115,135815,15.5821,3,1,1,-9999,-9999,4.32906,-9999,462.534,5.87599,-2.36162,0.0342552,2.43524,0.796451,0,0.000824272,0.010595,465.767,462.534,-4.02736,5,100
20250115,140047,15.5839,4,1,1,-9999,-9999,4.32906,-9999,459.146,5.80687,0.298912,-0.00433542,101.612,0.0248482,0,0.00440528,9.44235e-06,0,459.146,-123.501,2,40
20250115,140219,15.5849,4,1,1,-9999,-9999,4.32698,-9999,458.381,5.78192,0.115661,-0.0016775,198.455,0.00781669,0,0.00332908,0.0115647,458.236,458.381,50,2,40
20250115,140351,15.586,1,1,1,-9999,-9999,4.38641,-9999,464.769,6.21804,-10.8099,0.156886,0.697018,0.996026,0,0.000922354,0.00112531,604.184,464.769,-2.76338,2,100
20250115,140623,15.5878,4,1,1,-9999,-9999,4.3572,-9999,459.595,5.88683,0.166287,-0.00241226,165.96,0.00943788,0,0.00400339,5.24867e-06,0,459.595,-439.945,10,40
20250115,140755,15.5888,2,1,1,-9999,-9999,4.98085,-9999,466.314,6.03407,-13.5263,0.19673,0.593037,0.996934,0,0.000906041,0.00273315,538.294,466.314,-2.13159,2,100
20250115,141027,15.5906,4,1,1,-9999,-9999,5.32378,-9999,459.709,5.84134,0.384549,-0.00559509,61.4816,0.0649746,0,0.00343989,1.21709e-05,0,459.709,-245.554,10,40
20250115,141159,15.5917,3,1,1,-9999,-9999,5.16304,-9999,461.454,5.84184,-1.61606,0.0235133,4.38653,0.6297,0,0.00102767,0.00770363,464.506,461.454,-6.898,3,100
20250115,141431,15.5934,4,1,1,-9999,-9999,4.82752,-9999,458.113,5.77131,0.562382,-0.00816692,44.9774,0.115119,0,0.00367314,1.78273e-05,0,458.113,-1.195,2,40
20250115,141603,15.5945,4,1,1,-9999,-9999,4.61499,-9999,457.839,5.7412,1.04888,-0.0152273,26.5032,0.0589259,0,0.00403533,0.0220423,457.148,457.839,-4.91362,3,40
20250115,141735,15.5955,1,1,1,-9999,-9999,4.28743,-9999,463.412,6.18579,-10.7165,0.155471,0.735093,0.99557,0,0.000983378,0.00084842,646.659,463.412,-4.3353,2,100
20250115,142007,15.5973,4,1,1,-9999,-9999,4.34677,-9999,458.747,5.87106,4.65368,-0.0674827,6.77978,0.118218,0,0.00456819,0.0375965,456.952,458.747,-11.58,4,40
20250115,142139,15.5984,2,1,1,-9999,-9999,4.36241,-9999,464.321,6.04343,-14.0611,0.204,0.562139,0.997164,0,0.000855266,0.00346724,523.158,464.321,-3.01751,5,100
20250115,142411,15.6001,4,1,1,-9999,-9999,4.27703,-9999,458.681,5.82326,0.883124,-0.0128095,24.8072,0.29944,0,0.00317731,2.79268e-05,0,458.681,-107.008,10,40
20250115,142543,15.6012,3,1,1,-9999,-9999,4.30303,-9999,459.48,5.8338,-1.50607,0.021843,4.04187,0.650095,0,0.000879068,0.00751926,462.385,459.48,-13.4778,3,100
20250115,142815,15.603,4,1,1,-9999,-9999,4.30303,-9999,456.436,5.75116,0.599757,-0.00869754,39.8115,0.142411,0,0.00346247,1.90553e-05,0,456.436,27.1397,3,40
20250115,142947,15.604,4,1,1,-9999,-9999,4.29263,-9999,456.259,5.71964,0.091972,-0.00133372,236.424,0.00468613,0,0.00315323,2.92316e-06,0,456.259,-158.585,1,40
20250115,143119,15.6051,1,1,1,-9999,-9999,4.30615,-9999,461.377,6.19568,-11.3143,0.164155,0.648624,0.996849,0,0.000869318,0.000952256,633.762,461.377,-3.28287,2,100
20250115,143351,15.6068,4,1,1,-9999,-9999,4.28119,-9999,456.919,5.85129,0.218448,-0.00316789,105.293,0.0231028,0,0.00333554,6.93316e-06,0,456.919,-411.676,7,40
20250115,143523,15.6079,2,1,1,-9999,-9999,4.29887,-9999,462.272,6.05156,-13.9479,0.202336,0.564876,0.997055,0,0.000855625,0.0035756,518.86,462.272,-3.77228,6,100
20250115,143755,15.6097,4,1,1,-9999,-9999,4.32385,-9999,456.713,5.80739,13.5422,-0.196439,1.91968,0.0957469,0,0.00369855,0.105674,454.854,456.713,4.55876,4,40
20250115,143927,15.6107,3,1,1,-9999,-9999,4.2417,-9999,457.196,5.81833,-1.30815,0.0189679,4.81047,0.619838,0,0.000909676,0.00648048,460.123,457.196,-8.59464,2,100
20250115,144159,15.6125,4,1,1,-9999,-9999,4.31136,-9999,454.474,5.72488,0.14219,-0.002062,168.556,0.000566905,0,0.00347562,0.0128546,454.314,454.474,-7.47021,3,40
20250115,144331,15.6136,4,1,1,-9999,-9999,4.26144,-9999,454.479,5.69489,0.199974,-0.00289945,96.4381,0.0320665,0,0.00279615,0.000347802,446.142,454.479,-34.0897,6,40
20250115,144503,15.6146,1,1,1,-9999,-9999,4.31032,-9999,459.856,6.1916,-11.9825,0.173851,0.642231,0.996802,0,0.000907026,0.00132448,591.116,459.856,0.141063,2,100
20250115,144735,15.6164,4,1,1,-9999,-9999,4.28431,-9999,455.289,5.83496,0.0543011,-0.000787488,387.891,0.00166891,0,0.00305459,1.72965e-06,0,455.289,-1634.22,4,40
20250115,144907,15.6174,2,1,1,-9999,-9999,4.29783,-9999,461.09,6.05443,-13.5367,0.196366,0.617182,0.996516,0,0.000963279,0.00275795,532.29,461.09,-1.89313,2,100
20250115,145139,15.6192,4,1,1,-9999,-9999,5.71411,-9999,455.886,5.80511,0.113938,-0.00165896,206.845,0.00577449,0,0.00343147,3.63898e-06,0,455.886,-1183.59,10,40
20250115,145311,15.6203,3,1,1,-9999,-9999,7.68057,-9999,455.762,5.81032,-1.34564,0.0197156,4.8202,0.510303,0,0.000947511,0.00847549,458.088,455.762,-17.5255,4,100
20250115,145543,15.622,4,1,1,-9999,-9999,4.73531,-9999,454.096,5.72276,0.249225,-0.00362762,96.927,0.0272451,0,0.00351612,7.98866e-06,0,454.096,-79.1254,2,40
20250115,145715,15.6231,4,1,1,-9999,-9999,4.35824,-9999,453.539,5.69224,-0.0300711,0.000436132,1098.08,0.0002182,0,0.00478908,4.3633e-10,1e+06,453.539,-95.2515,2,40
20250115,145847,15.6242,1,1,1,-9999,-9999,4.35303,-9999,459.178,6.22299,-11.9938,0.174049,0.635699,0.997284,0,0.000894093,0.000357054,946.636,459.178,-2.30026,2,100
20250115,150119,15.6259,4,1,1,-9999,-9999,4.32281,-9999,455.232,5.84787,0.113026,-0.00163938,177.433,0.00801239,0,0.0029088,3.60119e-06,0,455.232,-1045.39,8,40
20250115,150251,15.627,2,1,1,-9999,-9999,4.3176,-9999,460.501,6.09083,-13.6901,0.198612,0.557353,0.997574,0,0.000819835,0.00261777,536.371,460.501,-2.25374,3,100
20250115,150523,15.6287,4,1,1,-9999,-9999,4.32593,-9999,454.988,5.8071,4.29702,-0.0623242,6.35964,0.0311677,0,0.00395672,0.0344784,453.181,454.988,-40.7048,3,40
